# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr  4 08:09:49 2016
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Significant Secondary False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
4046,3832474,K00806.04,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,381.850599000,296.4969000,0.4148,4.77200,1.7020e+03,3.59,222.0,0.58,13.80,,,5485.00,4.556,0.8670,285.283630,38.947281,15.403
4047,12004971,K03194.01,,CANDIDATE,CANDIDATE,0,0,0,0,10.813118640,131.6616400,1.0779,1.65600,9.5000e+01,14.77,1102.0,348.37,17.20,1,q1_q17_dr24_tce,6531.00,4.184,1.5300,286.628540,50.471272,11.487
4048,3644602,K04479.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,359.059950000,415.4224000,0.9754,21.45000,9.9090e+02,4.18,268.0,1.23,14.30,1,q1_q17_dr24_tce,6256.00,4.493,0.9320,291.189270,38.731159,15.145
4049,10467714,K04480.01,,CANDIDATE,CANDIDATE,0,0,0,0,58.748378600,172.6602000,0.2356,3.37200,4.4960e+02,1.70,425.0,7.70,15.00,1,q1_q17_dr24_tce,5574.00,4.505,0.8050,290.776550,47.648430,14.122
4050,11912941,K04481.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,3.747812610,134.1945700,0.6216,3.48800,1.1520e+02,1.12,1226.0,534.57,11.90,1,q1_q17_dr24_tce,6122.00,4.471,0.9960,290.979060,50.258148,15.130
4051,7778427,K04482.01,,CANDIDATE,CANDIDATE,0,0,0,0,5.382942000,136.2435000,0.0450,3.36900,3.5700e+01,0.83,1303.0,681.83,12.40,1,q1_q17_dr24_tce,6362.00,4.238,1.3780,299.095370,43.439098,12.642
4052,6525106,K04483.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1.710297370,131.6204100,0.0479,2.74400,1.1060e+02,0.91,1460.0,1073.28,13.10,1,q1_q17_dr24_tce,5918.00,4.546,0.8630,292.685150,41.905918,15.422
4053,6523058,K04549.01,,CANDIDATE,CANDIDATE,0,0,0,0,2.048148220,132.1786200,0.2857,2.02400,1.9300e+02,1.21,1351.0,787.13,11.30,1,q1_q17_dr24_tce,5796.00,4.544,0.8710,292.026210,41.984119,15.980
4054,5977470,K04550.01,,CANDIDATE,CANDIDATE,0,0,0,0,140.252515000,175.1330000,0.3553,6.65100,6.3520e+02,1.73,257.0,1.04,12.50,1,q1_q17_dr24_tce,4771.00,4.586,0.6960,296.457760,41.266022,15.429
4055,11769689,K04551.01,,CANDIDATE,CANDIDATE,0,0,0,0,14.718068200,135.6451000,0.6835,6.89800,1.2800e+02,1.22,784.0,89.30,12.50,1,q1_q17_dr24_tce,6102.00,4.449,1.0180,295.092010,49.940079,14.654
4056,6119923,K04552.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,134.466500000,265.4240000,0.2848,5.27000,1.0320e+03,2.48,280.0,1.45,6.70,,,4891.00,4.524,0.7910,290.626860,41.460400,15.126
4057,6126076,K04553.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,1,0.909317776,131.7188700,0.7133,2.30460,4.3700e+01,0.78,2184.0,5380.26,30.90,1,q1_q17_dr24_tce,6513.00,4.403,1.1040,292.614260,41.437229,12.730
4058,11284772,K04622.01,Kepler-441 b,CONFIRMED,CANDIDATE,0,0,0,0,207.247959000,213.0279900,0.6108,6.35500,8.8770e+02,1.93,194.0,0.34,13.90,1,q1_q17_dr24_tce,4243.00,4.632,0.6290,284.566890,49.012550,15.142
4059,9209183,K04623.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,186.553470000,173.0531000,0.2803,13.57000,3.3450e+02,1.86,341.0,3.18,11.00,,,6187.00,4.446,1.0060,287.562680,45.679008,14.905
4060,6153407,K03179.01,,CANDIDATE,CANDIDATE,0,0,0,0,5.990774970,134.5412500,0.2530,1.66100,7.2300e+01,1.45,1379.0,854.53,18.00,1,q1_q17_dr24_tce,6237.00,4.033,1.6830,299.302800,41.441017,10.884
4061,5955621,K04624.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,14.080113810,137.3353300,0.2664,3.15400,7.6400e+01,0.82,776.0,85.65,15.50,1,q1_q17_dr24_tce,6036.00,4.449,0.9340,290.276580,41.269341,12.966
4062,11519187,K04625.01,,CANDIDATE,CANDIDATE,0,0,0,0,2.440836404,133.8413200,1.1473,0.54000,6.6530e+02,14.68,997.0,233.49,14.80,1,q1_q17_dr24_tce,4798.00,4.601,0.7100,297.059020,49.478500,15.877
4063,8417078,K04693.01,,CANDIDATE,CANDIDATE,0,0,0,0,23.622591300,146.9602000,0.0733,6.54400,5.6400e+01,0.76,679.0,50.28,11.10,1,q1_q17_dr24_tce,6137.00,4.421,1.0050,285.703460,44.422001,13.341
4064,9457948,K04694.01,,CANDIDATE,CANDIDATE,0,0,0,0,19.252802300,144.2650000,0.2226,4.89100,1.3910e+02,1.23,734.0,68.74,10.50,1,q1_q17_dr24_tce,6241.00,4.450,1.0310,288.708590,46.018188,14.851
4065,4852297,K04695.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,3.289318770,133.9025400,1.8354,2.19400,1.5910e+02,100.69,1387.0,874.14,10.50,1,q1_q17_dr24_tce,6329.00,4.390,1.0930,296.066650,39.938011,14.806
4066,9851845,K04696.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1.081955770,131.5247000,0.4230,4.66600,3.8300e+01,0.51,1524.0,1275.68,13.40,1,q1_q17_dr24_tce,5233.00,4.489,0.8240,299.009800,46.684738,13.881
4067,9474483,K04697.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0.512579755,131.7820100,0.4169,1.51000,1.1090e+02,1.07,2359.0,7320.09,15.30,1,q1_q17_dr24_tce,6077.00,4.471,0.9990,295.463410,46.011230,15.484
4068,9898017,K04484.01,,CANDIDATE,CANDIDATE,0,0,0,0,2.297928250,131.5047500,0.1978,2.92300,8.5800e+01,0.97,1524.0,1275.62,11.70,1,q1_q17_dr24_tce,6363.00,4.444,1.0350,294.696960,46.720188,15.079
4069,8613218,K04485.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,368.115810000,227.4962000,0.0125,13.52000,4.7620e+02,2.11,263.0,1.12,11.20,,,6122.00,4.487,0.9640,286.783540,44.737370,15.125
4070,8548069,K04486.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,368.524660000,236.3783000,0.5045,11.90000,6.8030e+02,3.05,288.0,1.62,14.00,,,6343.00,4.411,1.1370,286.588290,44.640411,15.484
4071,6278762,K03158.02,Kepler-444 c,CONFIRMED,CANDIDATE,0,0,0,0,4.545878442,131.5227600,0.3425,1.73670,4.4000e+01,0.39,799.0,96.19,38.80,4,q1_q17_dr24_tce,5032.00,4.683,0.5930,289.752290,41.634605,8.717
4072,8098212,K04487.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.487533090,134.1625600,0.0172,1.87600,9.0700e+01,0.89,1123.0,376.36,12.60,1,q1_q17_dr24_tce,5382.00,4.403,0.9470,292.028290,43.946362,14.371
4073,3127911,K03164.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.542498653,132.0117000,0.3422,4.25700,5.4900e+01,2.25,5157.0,167191.11,19.80,,,8711.00,3.795,2.9540,294.018220,38.226292,10.326
4074,6369131,K04554.01,,CANDIDATE,CANDIDATE,0,0,0,0,8.077220700,132.6589000,0.3022,5.23300,8.1200e+01,0.77,892.0,149.57,11.80,1,q1_q17_dr24_tce,6119.00,4.559,0.8440,293.434780,41.716881,14.579
4075,7820699,K04555.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,364.087330000,287.6056000,0.1702,14.09000,3.7200e+02,1.39,211.0,0.47,8.80,1,q1_q16_tce,5376.00,4.601,0.7270,291.220430,43.574268,14.816
4076,10399321,K04556.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,21.580924200,146.0977000,0.2773,12.66500,4.7800e+01,1.43,930.0,177.09,20.30,1,q1_q17_dr24_tce,5790.00,3.840,2.0620,289.618560,47.557968,11.981
4077,10257229,K04557.01,,CANDIDATE,CANDIDATE,0,0,0,0,5.756504400,136.9821900,0.0194,2.33800,6.7200e+01,0.85,1093.0,337.20,12.10,1,q1_q17_dr24_tce,6210.00,4.450,1.0330,283.704710,47.385288,13.666
4078,3539231,K04626.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,91.956432000,183.0305000,0.3967,13.19000,2.6630e+02,1.69,429.0,8.00,11.30,1,q1_q17_dr24_tce,5918.00,4.349,1.0180,289.904170,38.651371,14.876
4079,6311891,K04627.01,,CANDIDATE,CANDIDATE,0,0,0,0,7.517397500,137.5884000,0.0896,2.29100,1.8110e+02,0.96,779.0,87.11,10.50,1,q1_q17_dr24_tce,5451.00,4.600,0.7140,298.758360,41.631031,15.029
4080,7837733,K04628.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,3.087236260,132.9051900,0.2516,2.61500,1.0190e+02,1.20,1451.0,1046.77,12.10,1,q1_q17_dr24_tce,6418.00,4.395,1.1710,296.668550,43.540569,14.966
4081,2578017,K04629.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.592562890,131.9018360,1.2350,3.09370,2.3373e+03,25.89,1985.0,3672.61,91.10,,,5735.00,4.563,0.8130,291.914150,37.807819,15.784
4082,7834045,K04630.01,,CANDIDATE,CANDIDATE,0,0,0,0,44.701956000,155.5876000,0.0790,7.59300,2.2010e+02,1.27,497.0,14.37,12.20,1,q1_q17_dr24_tce,5834.00,4.483,0.8590,295.597350,43.596401,14.875
4083,10663738,K04698.01,,CANDIDATE,CANDIDATE,0,0,0,0,8.527571050,137.2780000,0.2045,2.94600,1.3570e+02,1.41,1050.0,286.96,11.50,1,q1_q17_dr24_tce,6444.00,4.376,1.2000,291.127440,47.938801,14.765
4084,7891294,K04699.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.077119100,133.4920200,0.2143,2.75800,3.7300e+01,0.64,1372.0,837.42,10.60,1,q1_q17_dr24_tce,6319.00,4.447,1.0320,291.887970,43.649811,12.889
4085,9413156,K04700.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.834867890,135.0893000,0.3298,1.84300,2.4300e+02,1.21,1004.0,240.13,10.40,1,q1_q17_dr24_tce,5505.00,4.586,0.7760,295.361450,45.914841,15.972
4086,2831251,K04702.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,5.812875300,131.5630000,0.6845,3.52000,8.3700e+01,1.01,1102.0,348.61,9.90,1,q1_q17_dr24_tce,6175.00,4.410,1.0410,285.567470,38.040691,14.510
4087,6721380,K04488.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,6.441739950,136.7775300,0.3252,1.63500,1.0770e+02,1.41,1175.0,451.14,10.50,1,q1_q17_dr24_tce,6088.00,4.225,1.3390,298.910830,42.185040,13.861
4088,7694615,K04489.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.631105580,131.8995900,0.2161,0.90290,5.4600e+01,0.66,1943.0,3367.19,19.10,1,q1_q17_dr24_tce,5400.00,4.443,0.8980,295.666720,43.370350,13.572
4089,6201203,K04490.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,176.173770000,144.8337000,0.2545,14.58000,3.4990e+02,1.76,323.0,2.57,8.20,,,5957.00,4.506,0.9370,290.576320,41.546188,15.601
4090,4556468,K04491.01,,CANDIDATE,CANDIDATE,0,0,0,0,114.342190000,216.7412000,0.2676,13.00100,2.9420e+02,2.05,428.0,7.93,11.60,1,q1_q17_dr24_tce,6257.00,4.377,1.1860,290.146550,39.665821,15.015
4091,9222516,K04492.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,0.639380626,131.8945560,1.3766,1.24520,2.9980e+02,59.28,2751.0,13538.43,81.70,1,q1_q17_dr24_tce,6614.00,4.248,1.3870,293.529970,45.664330,13.725
4092,5431027,K04558.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,8.823403600,136.8915200,0.6254,6.76700,1.1570e+02,1.26,929.0,176.13,12.60,1,q1_q17_dr24_tce,5602.00,4.269,1.1210,285.595430,40.679722,14.598
4093,7285673,K04559.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0.566803615,131.7973200,0.7650,2.03200,1.7340e+02,1.41,2350.0,7209.06,54.40,1,q1_q17_dr24_tce,6106.00,4.405,0.9820,292.935520,42.824871,14.498
4094,5282437,K04560.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,0.992799002,131.7084200,1.3295,3.48780,1.6530e+03,40.12,1933.0,3302.31,97.80,,,6217.00,4.472,0.9890,293.940120,40.447189,15.106
4095,7747457,K04561.01,,CANDIDATE,CANDIDATE,0,0,0,0,1.518429900,132.1310000,0.9530,3.41400,2.1260e+02,2.34,1927.0,3261.65,17.30,1,q1_q17_dr24_tce,6302.00,4.259,1.2690,289.875060,43.420959,14.118
4096,8652360,K04562.01,,FALSE POSITIVE,FALSE POSITIVE,1,1,1,0,0.968072368,132.4426200,0.1284,1.72900,1.0650e+02,0.71,1494.0,1176.85,14.00,2,q1_q17_dr24_tce,5362.00,4.630,0.6900,300.235870,44.769520,15.247
4097,9602421,K04631.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,3.556660200,133.4859000,0.4385,7.04100,2.1700e+01,0.73,1555.0,1381.10,12.10,1,q1_q17_dr24_tce,6028.00,4.044,1.5350,297.095830,46.211021,12.840
4098,6070337,K04632.01,,CANDIDATE,CANDIDATE,0,0,0,0,40.069226500,143.7355600,1.9651,3.10300,9.6700e+02,82.48,458.0,10.42,11.90,1,q1_q17_dr24_tce,5485.00,4.575,0.7620,299.013120,41.329311,15.618
4099,5954001,K04633.01,,CANDIDATE,CANDIDATE,0,0,0,0,11.693447500,142.6539000,0.0506,6.60400,6.5000e+01,1.38,1076.0,317.04,13.10,1,q1_q17_dr24_tce,5984.00,3.999,1.7170,289.779540,41.214409,13.848
4100,5090937,K03182.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,8.799918780,132.8861400,1.6053,41.56400,8.6910e+02,224.56,1979.0,3624.62,236.10,,,8092.00,3.725,3.2670,289.265750,40.255482,11.040
4101,8196226,K04634.01,,CANDIDATE,CANDIDATE,0,0,0,0,4.027460550,133.1190000,0.0717,1.45900,9.2700e+01,1.01,1249.0,574.46,9.90,1,q1_q17_dr24_tce,6163.00,4.397,1.0420,300.649600,44.055740,13.685
4102,9002538,K03196.01,,CANDIDATE,CANDIDATE,0,0,0,0,4.960643030,135.3152300,0.1661,2.84600,2.1000e+01,0.64,1357.0,800.55,14.50,1,q1_q17_dr24_tce,6422.00,4.234,1.3920,283.350460,45.339111,11.525
4103,6359175,K04703.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,349.037030000,331.8869000,0.1215,4.76000,7.7700e+02,2.27,231.0,0.67,11.60,,,5583.00,4.559,0.8240,290.164180,41.782631,15.499
4104,8104207,K04704.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,177.813500000,205.1936000,0.2043,9.76000,4.1770e+02,1.83,310.0,2.17,8.80,,,5822.00,4.529,0.8980,294.127620,43.975128,15.234
4105,5642688,K04705.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.473330831,132.8487500,0.1758,1.35000,1.3220e+02,1.06,1575.0,1453.80,11.80,1,q1_q17_dr24_tce,5751.00,4.431,0.9210,297.602360,40.803219,15.078
4106,10026502,K04706.01,,CANDIDATE,CANDIDATE,0,0,0,0,101.951829000,206.3507000,0.0773,5.98900,1.6510e+02,1.36,428.0,7.92,11.10,1,q1_q17_dr24_tce,6210.00,4.407,1.0540,297.270870,46.928421,13.658
4107,3953173,K04493.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,2.417925940,132.5006400,0.1603,1.67400,1.2860e+02,0.60,881.0,142.33,9.90,1,q1_q17_dr24_tce,4629.00,4.717,0.5360,291.200070,39.053982,15.121
4108,8037926,K04494.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,183.854867000,211.4887000,0.4202,14.99600,5.2060e+02,2.40,345.0,3.36,10.80,,,6225.00,4.450,1.0310,294.914860,43.862431,15.448
4109,5552562,K04495.01,,CANDIDATE,CANDIDATE,0,0,0,0,5.932202480,135.6258300,0.6257,4.33000,2.1220e+02,1.49,999.0,235.68,14.40,1,q1_q17_dr24_tce,5843.00,4.474,0.9770,296.774140,40.793282,15.466
4110,6186182,K04496.01,,CANDIDATE,CANDIDATE,0,0,0,0,96.385296000,144.8628800,0.3447,5.24800,7.5230e+02,2.78,403.0,6.22,11.00,1,q1_q16_tce,5922.00,4.470,1.0090,284.682920,41.592411,15.602
4111,9002278,K00701.05,Kepler-62 c,CONFIRMED,CANDIDATE,0,0,0,0,12.441687100,134.6531000,0.0430,3.45900,8.6000e+01,0.59,569.0,24.73,10.80,5,q1_q17_dr24_tce,4797.00,4.612,0.6530,283.212740,45.349861,13.725
4112,10585749,K04563.01,,CANDIDATE,CANDIDATE,0,0,0,0,54.333867000,144.7480000,0.2348,10.15700,1.4610e+02,1.33,513.0,16.39,11.40,1,q1_q17_dr24_tce,5689.00,4.270,1.1010,285.159420,47.882740,14.487
4113,9579208,K03165.01,,CANDIDATE,CANDIDATE,0,0,0,0,4.117552720,132.7898100,0.2689,4.41500,3.3700e+01,1.09,1641.0,1716.05,21.90,1,q1_q17_dr24_tce,6422.00,4.023,1.8500,287.637600,46.204411,10.335
4114,6437617,K04564.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,293.605810000,373.1896000,0.0927,11.07000,1.6530e+02,1.37,295.0,1.79,8.40,,,6167.00,4.444,1.0640,290.063200,41.815220,14.279
4115,8453851,K04565.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,2.787885000,132.5871000,0.6383,20.48000,8.1000e+00,0.66,2286.0,6451.74,26.90,1,q1_q17_dr24_tce,7523.00,3.986,2.2060,298.964810,44.452770,12.133
4116,11650401,K04566.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.946614100,132.2455900,0.3014,2.83600,3.7830e+02,1.56,981.0,218.91,13.50,1,q1_q17_dr24_tce,5376.00,4.576,0.8060,284.871340,49.775909,15.923
4117,9873759,K04635.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,4.994747070,136.1793000,0.5385,3.07300,1.0420e+02,0.86,917.0,167.06,18.90,1,q1_q17_dr24_tce,5406.00,4.569,0.8190,282.618040,46.787521,13.819
4118,9773270,K04636.01,,CANDIDATE,CANDIDATE,0,0,0,0,122.746744000,171.0155000,88.3239,8.03500,1.1910e+03,9357.19,349.0,3.51,18.70,1,q1_q17_dr24_tce,5623.00,4.485,0.9810,292.985170,46.506569,15.511
4119,9457728,K04637.01,,CANDIDATE,CANDIDATE,0,0,0,0,4.379909870,133.9930300,0.3529,4.95100,1.5000e+01,0.73,1619.0,1622.67,14.10,1,q1_q17_dr24_tce,6390.00,3.991,1.8500,288.599670,46.031712,10.438
4120,9516728,K04638.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,368.485180000,174.9473000,0.5758,11.26000,3.0180e+02,1.98,283.0,1.52,13.70,,,6140.00,4.354,1.0960,287.082520,46.104069,14.178
4121,4825872,K04639.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,169.894419000,201.4552000,0.3241,2.52500,1.7870e+02,2.66,492.0,13.85,6.30,,,6382.00,3.940,1.9610,288.847110,39.934311,11.998
4122,4680772,K04707.01,,CANDIDATE,CANDIDATE,0,0,0,0,26.190308200,143.2186200,0.4626,2.42200,5.3900e+01,1.10,796.0,94.81,9.90,1,q1_q17_dr24_tce,6434.00,4.202,1.4530,297.778990,39.776001,11.660
4123,8110733,K04708.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,203.511886000,329.4945000,0.3979,3.67100,1.6710e+02,2.07,442.0,9.02,9.30,,,6967.00,4.193,1.5650,296.176210,43.931751,12.341
4124,2303903,K04709.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.708589740,134.4745300,0.0169,1.85800,4.2830e+02,1.58,998.0,234.67,10.60,1,q1_q17_dr24_tce,5425.00,4.592,0.7760,291.642940,37.632408,15.947
4125,9278216,K04710.01,,CANDIDATE,CANDIDATE,0,0,0,0,9.452734500,135.7864000,0.4832,3.75200,2.1440e+02,1.28,830.0,112.37,11.70,1,q1_q17_dr24_tce,5970.00,4.550,0.8540,290.737700,45.725368,15.580
4126,8355131,K04711.01,,CANDIDATE,CANDIDATE,0,0,0,0,4.363836300,135.3382100,0.0124,1.50100,2.0000e+02,1.06,970.0,209.45,9.70,1,q1_q17_dr24_tce,5609.00,4.599,0.7550,287.507660,44.314240,15.642
4127,6278762,K03158.03,Kepler-444 d,CONFIRMED,CANDIDATE,0,0,0,0,6.189406390,134.7867200,0.2567,2.21120,4.7500e+01,0.40,721.0,63.89,42.40,2,q1_q17_dr24_tce,5032.00,4.683,0.5930,289.752290,41.634605,8.717
4128,12645057,K04497.01,,CANDIDATE,CANDIDATE,0,0,0,0,6.830074290,135.7584400,0.0665,3.39500,2.1270e+02,1.18,886.0,145.90,12.70,1,q1_q17_dr24_tce,5817.00,4.571,0.8090,289.266970,51.751221,15.170
4129,4844367,K04498.01,,CANDIDATE,CANDIDATE,0,0,0,0,17.162395900,148.6099800,0.6730,3.98800,2.7750e+02,1.67,724.0,65.08,16.30,1,q1_q17_dr24_tce,6117.00,4.496,0.9470,294.221340,39.989521,14.841
4130,10937749,K04499.01,,CANDIDATE,CANDIDATE,0,0,0,0,5.199004260,133.0476100,0.1369,2.64100,1.7420e+02,1.15,1035.0,271.21,11.90,1,q1_q17_dr24_tce,6058.00,4.540,0.8670,298.782780,48.312809,14.652
4131,9100953,K04500.01,,CANDIDATE,CANDIDATE,0,0,0,0,8.701815740,138.2436800,0.3422,3.01900,3.3300e+02,1.45,749.0,74.58,12.20,1,q1_q17_dr24_tce,5295.00,4.548,0.8000,295.905030,45.405430,15.850
4132,8332521,K04567.01,,CANDIDATE,CANDIDATE,0,0,0,0,14.744119400,135.0652000,1.3857,9.09000,1.5340e+02,42.58,783.0,89.04,16.60,2,q1_q17_dr24_tce,6146.00,4.454,0.9870,301.562840,44.240391,13.775
4133,10407086,K04568.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,1,0.933750893,131.5129600,0.6695,4.93000,2.5200e+01,0.72,2143.0,4983.69,21.00,1,q1_q17_dr24_tce,5571.00,4.111,1.3610,292.792540,47.576721,12.877
4134,6065351,K04569.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,14.116658300,136.3632000,1.9614,9.12000,4.4930e+02,238.66,1205.0,497.80,5.90,,,6526.00,3.883,2.2380,297.858220,41.330231,13.572
4135,4060229,K04570.01,,CANDIDATE,CANDIDATE,0,0,0,0,35.017453500,139.8532500,0.0199,3.56000,2.9680e+02,1.59,561.0,23.40,12.00,1,q1_q17_dr24_tce,6060.00,4.509,0.9250,292.356050,39.119450,14.638
4136,6761777,K04571.01,,CANDIDATE,CANDIDATE,0,0,0,0,47.312619200,146.3247000,0.9655,10.65200,2.1770e+02,1.94,523.0,17.70,15.90,1,q1_q17_dr24_tce,6035.00,4.453,1.0020,286.359220,42.227482,14.553
4137,4825872,K04639.02,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,29.699012600,135.6251000,0.3636,1.84900,9.3300e+01,1.93,880.0,141.60,7.40,,,6382.00,3.940,1.9610,288.847110,39.934311,11.998
4138,9412623,K04640.01,,CANDIDATE,CANDIDATE,0,0,0,0,6.108260190,131.8803000,0.4504,3.64900,5.6500e+01,1.07,1311.0,698.53,12.50,1,q1_q17_dr24_tce,6725.00,4.260,1.3850,295.175380,45.930908,13.606
4139,3644505,K04641.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,119.692180000,176.0676000,0.3274,11.24000,8.3200e+01,1.08,410.0,6.67,8.20,1,q1_q17_dr24_tce,5963.00,4.321,1.1760,291.161290,38.710602,13.590
4140,4664743,K04642.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,1.278350800,132.1052000,0.7247,7.60900,1.7000e+01,0.85,2853.0,15656.19,12.00,1,q1_q17_dr24_tce,7758.00,4.106,1.9180,294.464870,39.725391,13.107
4141,4735826,K03184.01,,CANDIDATE,CANDIDATE,0,0,0,0,7.545911900,134.4892000,0.7095,6.92600,1.7300e+01,0.98,1392.0,886.58,12.10,2,q1_q17_dr24_tce,6003.00,3.825,2.1930,288.395290,39.872627,11.158
4142,6593734,K04722.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.586756775,131.7548700,1.6872,1.73000,1.3360e+02,71.21,2153.0,5080.59,14.40,1,q1_q17_dr24_tce,5942.00,4.506,0.9380,287.828770,42.061642,15.509
4143,8443527,K03197.01,,CANDIDATE,CANDIDATE,0,0,0,0,22.599210000,152.9360000,0.4561,40.97000,1.4900e+02,1.93,865.0,132.20,3.20,1,q1_q17_dr24_tce,6335.00,4.098,1.5390,296.290560,44.423260,11.531
4144,9711297,K04723.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,373.748560000,305.2558000,0.9735,28.18000,7.9780e+02,4.45,287.0,1.59,12.60,,,6343.00,4.411,1.1370,292.262910,46.430641,15.642
4145,8395860,K04724.01,,CANDIDATE,CANDIDATE,0,0,0,0,20.882207900,151.6953000,0.1364,4.55600,1.1070e+03,3.63,661.0,45.17,11.00,1,q1_q17_dr24_tce,5780.00,4.438,1.0000,300.928800,44.356293,14.945
4146,7778621,K04725.01,,CANDIDATE,CANDIDATE,0,0,0,0,7.281701960,137.3021300,0.1001,1.63100,1.1230e+02,1.85,1087.0,329.68,13.50,1,q1_q17_dr24_tce,4970.00,3.924,1.8060,299.137790,43.498638,13.367
